,id,date,likes,content,username,media,inferred company,captions
30,31,2020-11-10 03:00:26,567,"Monster Hunter Rise Concept Art: Great Izuchi.
The leader of the pack inspired by the Japanese Yokai ""Kamaitachi"".
#MHRise <hyperlink>",MHinfo_en,"[Photo(previewUrl='https://pbs.twimg.com/media/Embi-1aUYAEK4hb?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Embi-1aUYAEK4hb?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/Embi-1KU4AAF9_P?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Embi-1KU4AAF9_P?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/Embi-09UcAAuoXm?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Embi-09UcAAuoXm?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/Embi-zwUYAEOF1F?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Embi-zwUYAEOF1F?format=jpg&name=large')]",monster,"Image describes The image features a large, colorful dragon with a long neck and blue claws. The dragon is standing in front of a white background, which contrasts with its vibrant colors. The dragon's body is predominantly orange, with blue accents on its claws and possibly other parts of its body. The overall scene is visually striking and captivating."
31,32,2018-11-29 22:11:56,1,"With our #SalesDevelopmentProgram, you'll learn persuasive selling skills and harness the power of negotiation. Check out this clip to hear more: <hyperlink> <hyperlink>",UnitedRentals,"[Photo(previewUrl='https://pbs.twimg.com/media/DtM-hi2UwAAWH2i?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DtM-hi2UwAAWH2i?format=jpg&name=large')]",united rentals,"Image describes The image is a blue background with white text. The text is written in a large font, making it easy to read. The color scheme is simple and minimalistic, with the blue background providing a clean and uncluttered appearance."
32,33,2019-11-06 01:06:40,0,"Amidst Royal Rumble ln Onicha-Olona Kingdom In Delta, Monarch Gets Staff Of Office <hyperlink> <hyperlink>",IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EIpss6XXsAEQc3b?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EIpss6XXsAEQc3b?format=jpg&name=large')]",independent,"Image describes The image features a group of people gathered around a man who is holding a large, golden staff or a ceremonial scepter. The man is wearing a red outfit, which stands out among the crowd. The people surrounding the man are dressed in various outfits, with some wearing white and others wearing black. The scene appears to be a religious or cultural event, with the man holding the staff being the center of attention."
33,34,2020-03-26 10:56:41,168,"Into the semi-finals!

What are your fondest memories of these four drivers in Williams machinery and who will you choose to advance to the final? 🤔

#WeAreWilliams 💙 <hyperlink>",WilliamsRacing,"[Photo(previewUrl='https://pbs.twimg.com/media/EUBrvqeWoAAo8qL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EUBrvqeWoAAo8qL?format=jpg&name=large')]",williams,"Image describes The image is a collage of four different photos featuring four men. Each of the men is wearing a helmet, and they are all smiling. The helmets come in various colors, including red, blue, and white. The men are posing for the camera, showcasing their racing gear and their excitement for the sport."
34,35,2020-06-26 00:56:41,860,"Bill Gates suggests he speaks with Dr. Anthony Fauci more than Fauci speaks with President Trump, saying, ""I talk to him regularly, more often than he talks to some other people."" #CNNTownHall <hyperlink> <hyperlink>",CNN,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EbZh0YpWoAASJDg.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1276315100941627394/vid/640x360/R8hMuUVGKdyF5WIt.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1276315100941627394/pl/aPl-7KNvaFi-Cx2X.m3u8?tag=13&v=518', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1276315100941627394/vid/480x270/HzOgJmEGg4DM5uHC.mp4?tag=13', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1276315100941627394/vid/1280x720/DXK4PHjid-0yqlAA.mp4?tag=13', bitrate=2176000)], duration=302.302, views=175653)]",cnn,"Image describes The image features a man wearing glasses, a sweater, and a shirt. He appears to be engaged in a conversation or giving a speech. The man is standing in front of a body of water, which could be a lake or a river. The scene is set during the day, and the man is the main focus of the image. and the video's audio describes You know, the two constructs both outchienier very hopeful that the work I talked to him regularly, more often they talk to some other people. So, you've talked to him the last year and a half weeks. Yeah. And you know, he's fantastic. And his view of the chances and our view are very aligned. We're seeing the same data. We're sharing the same data. So, I have a lot of hope for those two constructs. If it is safety inefficacy is there, the fact repeats is being done. The cost of those two vaccines, the ability to scale a production is very, very strong. And the logistics in the U.S. are not an issue at all. We can get to get this thing out there. Now, people will, some people, you know, you'll have a choice of whether you take the vaccine or not. So, there's that final hurdle. And what about the manufacturing side? I think, since Dr. Fauci also said, I think, as part of that same testimony that there's likely to be more than one winner. That's how he described it when it comes to developing a vaccine. Maybe two different platforms. But are you able to make enough vaccine? Is there enough manufacturing capabilities to work on different types of vaccines at the same time? Yeah. So, we know all these bio reactors that are available in the U.S., in Europe, India, and China. And so, our vaccine team, all these companies are doing this, not as some big profit thing, but, you know, they want to help out. And so, saying, okay, if this vaccine works, then we'll have this facility in Germany, this facility in India, match up without them. We can get up to these very large numbers. That's being worked through. And because we're putting money at risk, Europe is now putting some money at risk, sepii between that far to sepii Europe ourselves, we're building up. At least for those two vaccines, a huge manufacturing capacity that over a couple of years, you can make an updoses, essentially, or the entire world. Some of the other constructs, including the RNA constructs, it's not, it's not going to be as easy to scale those up. The cost will be higher. The output per factory will be lower, and it requires a somewhat different factory. So, for each of the top 20 or so constructs, we understand, okay, where will it go? And we put the money behind the ones right now that are earliest and do have somewhat promising data. The issue that you've dealt with, that you alluded to earlier, is vaccine hesitancy. For all sorts of different reasons. I don't know if you've seen some of the recent data, but they say 30% of people may already have vaccine hesitancy when it comes to this particular vaccine. And it's one of these things where we're rushing and celebrating the speed at which things are going. And for scientists, that's exciting for people who are already a little hesitant about vaccines, it makes them even more nervous. How do you balance that when talking about this vaccine? A vaccine? Well, it's understandable that because of the urgency of this, the amount of time that you'll be out looking at it is just going to be less. And even for scientists, really understanding, okay, where the trial populations, including all these groups and, you know, what, how low does the age range go? Do we look, how do you feel about pregnant women in it? What about the elderly? It's a challenge to get that safety database to build up the confidence. And, you know, so you could actually know about some profile and be putting the vaccine out there and then do further studies on other profiles. Anyway, the, you know, I do think most people will take this. If it's a great vaccine, including the transmission blocking, everyone will benefit from the fact that 70 to 80% of the people will take the vaccine. You know, we should be able to get herd immunity if you get up to that level. And, you know, so it's, it really could then really exponentially drop the numbers. But we need that for the entire world. If we're going to go back and, you know, have people taking vacations, international students, international sports events. So it'll take a while to get this thing finished off. On a global basis. Edward Nopper."
35,36,2020-03-22 11:18:19,100,"Move over, gin. Distillery moves to producing hand sanitizer to fight COVID-19: <hyperlink> <hyperlink>",CBCNB,"[Photo(previewUrl='https://pbs.twimg.com/media/ETtagTwXQAAns7u?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ETtagTwXQAAns7u?format=jpg&name=large')]",cbc,"Image describes The image features a woman wearing a white lab coat, standing in a factory setting. She is holding a bottle of wine, which is green in color. The woman is smiling, possibly posing for a picture. The factory environment is filled with various bottles, some of which are placed on a table nearby. The scene also includes a refrigerator, which is located on the left side of the image."
36,37,2020-05-18 15:10:35,0,Benin Palace Announces Arrival Of New Prince <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/EYTySZmU0AAvG38?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EYTySZmU0AAvG38?format=jpg&name=large')]",independent,"Image describes The image features a group of people dressed in traditional African clothing, standing together. The main focus is on a man wearing a colorful outfit, which includes a red hat, a red robe, and a red cape. He is holding a staff, and his outfit is adorned with a white cloth.

There are several other people in the scene, some of whom are also wearing traditional clothing. The group appears to be posing for a picture, with the man in the red hat and cape standing out as the center of attention. The overall color scheme of the image is predominantly red, with some white accents, giving it a vibrant and festive appearance."
37,38,2019-07-05 11:32:00,10,"Sandy, muddy terrain exploration? Yes – we’ve got you covered. Visit <hyperlink> to know more! #ToyotaFortuner <hyperlink>",Toyota_Fortuner,"[Photo(previewUrl='https://pbs.twimg.com/media/D-c5XAHUwAUUnQ_?format=png&name=small', fullUrl='https://pbs.twimg.com/media/D-c5XAHUwAUUnQ_?format=png&name=large')]",toyota,"Image describes The image is a black and white photo of a muddy car driving through a dirt field. The car is covered in mud, indicating that it has been driving through a muddy area. The car appears to be a truck, and it is the main subject of the image, with the muddy field surrounding it."
38,39,2020-03-11 20:15:08,4,Toyota Motor North America Chief Diversity Officer Sandra Phillips Rogers on Diversity and Inclusion -&gt; <hyperlink> #Toyota #Diversity #Inclusion <hyperlink>,ToyotaSD,"[Photo(previewUrl='https://pbs.twimg.com/media/ES2r4X5WkAA8UuA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ES2r4X5WkAA8UuA?format=jpg&name=large')]",toyota,"Image describes The image features a woman with curly hair, wearing a striped jacket and a red shirt. She is smiling and posing for the camera, giving off a warm and friendly vibe. The woman is standing in front of a window, which provides a natural backdrop to the scene. The combination of her outfit and the window setting creates a pleasant and inviting atmosphere."
39,40,2018-10-03 22:00:02,0,Things change. We’ll be there for you when they do. Visit <hyperlink> to learn more. #AAAInsurance <hyperlink>,AAAOklahoma,"[Photo(previewUrl='https://pbs.twimg.com/media/DonZOhWW0AAyNJr?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DonZOhWW0AAyNJr?format=jpg&name=large')]",aaa,There is nothing here
40,41,2018-08-02 18:45:43,3,Take some time for you today on #NationalColoringBookDay! <hyperlink>,HobbyLobby,"[Photo(previewUrl='https://pbs.twimg.com/media/DjnZ_AKUwAAEEiH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DjnZ_AKUwAAEEiH?format=jpg&name=large')]",hobby lobby,"Image describes The image features a display of colorful books, likely coloring books, arranged on a shelf. The books are of various sizes and are placed in a visually appealing manner. The books are predominantly white, with colorful illustrations and designs on their covers. The combination of white and colorful elements creates a vibrant and eye-catching display, inviting customers to explore the selection of books available."
41,42,2019-08-30 12:50:53,189,"Suit up, <mention>! 

#GR63 back in the car for #FP2 

#BelgianGP 🇧🇪 <hyperlink>",WilliamsRacing,"[Photo(previewUrl='https://pbs.twimg.com/media/EDOBw4EXsAAzzUL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EDOBw4EXsAAzzUL?format=jpg&name=large')]",williams,"Image describes The image features a man wearing a black jacket and sunglasses. The jacket has a Mercedes-Benz logo on it, and the sunglasses are placed on top of his head. The man is smiling, giving off a positive and friendly vibe. The background is white, which contrasts with the man's attire and adds a clean, minimalist touch to the scene."
42,43,2019-12-09 16:25:33,1,Things To Know About New FIRS Chairman <hyperlink> <hyperlink>,IndependentNGR,"[Photo(previewUrl='https://pbs.twimg.com/media/ELW7ewUVUAArsX4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/ELW7ewUVUAArsX4?format=jpg&name=large')]",independent,"Image describes The image features two men dressed in white, shaking hands in a room. They are both wearing white hats, and one of them is wearing glasses. The room has a desk with a cell phone and a bottle on it. There are also two books placed on the desk. The scene appears to be a formal or professional setting, with the men engaging in a handshake to signify a friendly or business agreement."
43,44,2019-01-19 15:22:38,2,Can you spot <mention> killing it on stage? #BacardiNH7 <hyperlink>,NH7,"[Photo(previewUrl='https://pbs.twimg.com/media/DxSJ5BlX4AAWDmf?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DxSJ5BlX4AAWDmf?format=jpg&name=large')]",bacardi,"Image describes The image features a stage with a person standing on it, likely a DJ or performer. The stage is illuminated by red lights, creating a dramatic atmosphere. The person is positioned in the center of the stage, with a guitar in their hand. The stage is also equipped with a soundboard, which is essential for the performance.

In addition to the red lights, there are several other lights scattered around the stage, providing a well-lit environment for the performer. The combination of the red lights and the other lights creates a visually appealing and engaging setting for the performance."
44,45,2019-09-21 10:00:00,4,They are so sweet when they are young ☺️ #NOS4A2 <hyperlink>,AMCtvUK,"[Photo(previewUrl='https://pbs.twimg.com/media/EERPFqYXUAA5sJF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EERPFqYXUAA5sJF?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EERPFrCWsAEPkB4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EERPFrCWsAEPkB4?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EERPGHfWwAU_znN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EERPGHfWwAU_znN?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EERPGElXoAE0Dd5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EERPGElXoAE0Dd5?format=jpg&name=large')]",amc,"Image describes The image features a group of people standing together, with a mix of adults and children. The majority of the people are wearing winter clothing, indicating cold weather. Among the group, there is a young boy wearing a green shirt and a jacket, which stands out from the rest. The scene is set in a snowy environment, with snow covering the ground."
45,46,2020-01-24 23:43:21,405,"“I got go to work” - Adeline 

“No, stay here forever with me.” - Skyla

*hug*

“Now get off.” - Skyla <hyperlink>",Aaryn_Williams,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/EPFYz1vXUAE7jdr.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/EPFYz1vXUAE7jdr.mp4', bitrate=0)])]",williams,"GIF describes The image features a woman wearing a black jacket and a black headband. She is standing in a restaurant, possibly a bar, with a dining table nearby. The table is adorned with several wine bottles, some of which are placed close to the woman. The scene also includes a chair, a fork, and a knife, indicating that the woman might be dining or socializing in the restaurant."
46,47,2020-02-17 12:17:25,276,Hero waiter falls over with four plates and doesn't drop a single one <hyperlink>,Independent,"[Video(thumbnailUrl='https://pbs.twimg.com/media/EQwIt66WsAMW0SI.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1228366171147206661/vid/320x320/iOpg-djrPHqbpLtq.mp4?tag=13', bitrate=432000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1228366171147206661/vid/480x480/nFA64muVBO8vXWX9.mp4?tag=13', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1228366171147206661/pl/_e10bmVCtMRFpUgb.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1228366171147206661/vid/720x720/dbTWUGKpexRu0sEn.mp4?tag=13', bitrate=1280000)], duration=27.8, views=91695)]",independent,"Image describes The image is a black and white photo of a woman and a child in a restaurant. The woman is standing in the foreground, while the child is sitting on the floor. There are several chairs and dining tables in the background, creating a cozy atmosphere. The woman appears to be looking at the child, who is playing with a toy. The scene captures a moment of interaction between the two individuals in a public setting. and the video's audio describesudding"
47,48,2018-01-26 02:15:25,0,#CiscoDNA Center​ = Happy and productive Network Engineer <hyperlink> <hyperlink>,CiscoCanada,"[Photo(previewUrl='https://pbs.twimg.com/media/DUbsn9pV4AESNoU?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DUbsn9pV4AESNoU?format=jpg&name=large')]",cisco,"Image describes The image features a man sitting in front of a computer screen, which is displaying a DNA sequence. The man appears to be focused on the screen, possibly working on a project or analyzing the DNA data. The screen is predominantly white, with the DNA sequence displayed in a black and green color scheme.

The man is seated on a chair, and there is another chair visible in the background. The room also contains a TV mounted on the wall, and a bottle can be seen on a surface nearby. The overall scene suggests a workspace or a study area where the man is engaged in a task involving DNA analysis or research."
48,49,2018-09-02 14:37:29,141,"🏆 <mention> Tour of Britain Stage 1️⃣ <mention> King of the Mountains : Nic Dlamini (<mention> ) 

#OVOToB <hyperlink>",TourofBritain,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1036261782153842688/pu/img/VrB_vm05F_fSMLn5.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1036261782153842688/pu/vid/320x180/k1njBZALB6DCaOUt.mp4?tag=5', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1036261782153842688/pu/vid/1280x720/UcL14IFYNSY8T77n.mp4?tag=5', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1036261782153842688/pu/pl/94tPnqC6lZju0asV.m3u8?tag=5', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1036261782153842688/pu/vid/640x360/kelSA5nZb8H6q81c.mp4?tag=5', bitrate=832000)], duration=20.415, views=6698)]",bell,"Image describes The image features a man standing on a platform, holding a bouquet of flowers. He is wearing a white shirt and a blue cap. The man appears to be the center of attention, possibly receiving an award or being recognized for his achievements. The platform is adorned with a green backdrop, which adds a touch of color to the scene. The man's presence, along with the bouquet of flowers, creates a sense of celebration and accomplishment in the image. and the video's audio describes I feel you in my mind, feel you in my way I know what you got, I know it's so not the life you want I know you got, I know what you got I know you got, I know what you got"
49,50,2019-08-08 18:49:51,1398,"US and Canadian fighter jets intercept two Russian long-range, nuclear-capable bombers off the coast of Alaska
<hyperlink> <hyperlink>",cnnbrk,"[Photo(previewUrl='https://pbs.twimg.com/media/EBeAPQmW4AADn6e?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EBeAPQmW4AADn6e?format=jpg&name=large')]",cnn,"Image describes The image depicts a large fighter jet flying through a cloudy sky. The jet is primarily blue and white in color, with a distinctive red star on the tail. The sky is filled with clouds, creating a dramatic backdrop for the jet as it soars through the air."
50,51,2020-03-22 02:49:52,704,"The number of people with the coronavirus disease in the Philippines jumps further to 380.

But two more have recovered, bringing the total recoveries to 15 <hyperlink> <hyperlink>",cnnphilippines,"[Photo(previewUrl='https://pbs.twimg.com/media/ETrlvfPUwAAZR39?format=png&name=small', fullUrl='https://pbs.twimg.com/media/ETrlvfPUwAAZR39?format=png&name=large')]",cnn,"Image describes The image is a news headline in red and black colors. The headline reads ""Covid-19 Crisis in the Philippines,"" and it is displayed in a large, bold font. The background features a map of the Philippines, with the headline overlapping it. The colors used in the headline are red for the text and black for the background, creating a striking contrast that draws attention to the news."
51,52,2018-02-19 16:00:01,133,"Freedom | Family | Hope | Reward
A 💪 foundation is everything in business. And these values are what keep Amway and Independent Business Owners moving in the right direction. #amwayvalues <hyperlink>",AmwayUS,"[Photo(previewUrl='https://pbs.twimg.com/media/DVmizsZX4AAt9lQ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DVmizsZX4AAt9lQ?format=jpg&name=large')]",amway,"Image describes The image is a black and white photograph featuring a person standing in front of a large body of water. The person appears to be wearing a suit and tie, suggesting a professional or formal setting. The water in the background is quite expansive, and the overall atmosphere of the image is serene and contemplative."
52,53,2019-04-07 13:59:48,1,"The Let's Dine In Gift Card Promo is on! Valid Sunday, April 7, 2019 thru Saturday, April 13, 2019. Visit <hyperlink> for details! <hyperlink>",ShopRiteStores,"[Photo(previewUrl='https://pbs.twimg.com/media/D3jjBSvWsAMSzH9?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/D3jjBSvWsAMSzH9?format=jpg&name=large')]",shoprite,"Image describes The image features a group of people gathered around a box of pizza, with three people prominently visible. They are enjoying a meal together, with one person holding a slice of pizza. The pizza box is placed on a dining table, and the pizza appears to be a pepperoni pizza. The table is surrounded by chairs, and the people are sitting and standing around it. The scene is set against a red background, which adds a vibrant and lively atmosphere to the image."
53,54,2020-11-03 07:14:02,48,Key moments from Trump's final day of campaigning <hyperlink>,Independent,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1323520120866701312/img/ojl6WU8-vJD6oX-W.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1323520120866701312/vid/720x720/R6wOzSdoCY-K6zvZ.mp4?tag=13', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1323520120866701312/pl/aTCemk9RGnfb8kvO.m3u8?tag=13', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1323520120866701312/vid/480x480/uYCYBuqWM4wSkk7N.mp4?tag=13', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1323520120866701312/vid/320x320/QXSWp6Wc9iPsjCiY.mp4?tag=13', bitrate=432000)], duration=181.76, views=13189)]",independent,"Image describes The image features a crowd of people gathered around a man wearing a red hat, likely a Make America Great Again (MAGA) hat. The man is standing in the center of the crowd, holding a piece of paper. The crowd consists of various individuals, some of whom are wearing red hats as well. The scene appears to be a political event or gathering, with the man possibly giving a speech or addressing the crowd. and the video's audio describes Watch wrong here. How sad is it getting better? And there was supposed to pay these people right? Is that better? Come on, let's go. Okay, we'll do this. We'll have to improvise, you know? Sometimes, happy. Okay, you ready to have a cup? Which is better? This one or this one? Which one? This one? Is that better? Can you hear? This could be a very uncomfortable evening for me. Alright, we'll figure it out. Come on, let's go. Good job, fellas. I'm always saying I want a perfect bike. Good job. Unbelievable. Unbelievable. And as I'm sure you've heard Biden's far-left supporters are threatening to loot and riot tomorrow. If they don't get their way, off their lock at their way. Are we already David? Everybody ready? Oh, to which? If they know we're ready and if they know we're not playing games, they won't even be here. They won't show up. You know, it's like I brought an old law into existence. When I saw them, we went around all over the country, knocking down statues, right? And Montiomans. And we signed, we brought it in and I signed it updated. It signed it. Ten years in prison. If you knock down a statue or Montiomans, and you don't see it anymore. They look and they say, oh, we'd like to knock that one down. But you know what? Ten years is too much darling. Let's leave now. And if Biden and Kamala, you know what? Kamala. Kamala. Invide in Kamala Harris, who's further left by far than Crazy Bernie Sanders, right? He's considered a strict conservative competitor. How do I held any ever pick her a Mike Wizman? How do that ever happen? That turned out, I don't think that's going to be a good pick. You're going to find out tomorrow. By the way, she happens to be slightly against brackets. She's still against, right, kid? Isn't that amazing? Isn't that amazing Biden goes like, I'm against for a year and a half, you know, He's running, running, nobody gave a chance because he never got more than 1% in Primetime, right? 25 years ago, the guy never got 1% and, you know, he never had what it took. He was a gladhander, not a smart guy, not a nice guy, either, by the way, not a nice guy. But he was, why used to call him 1% Joe because he ran for president all the time. And he never got more than 1% and now he's got half the intelligence he had 20 years ago. And he wins. Politics is a strange business."
54,55,2018-01-16 15:22:45,1308,The Bulls are going a little stir crazy... 😂 #PushTheBoundaries <hyperlink>,redbullracing,"[Photo(previewUrl='https://pbs.twimg.com/media/DTrAfYEXUAA8_4N?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DTrAfYEXUAA8_4N?format=jpg&name=large')]",oracle,"Image describes The image features a man sitting on a chair with a racing wheel attached to it, likely a racing simulator. He is wearing a red and blue jacket, which adds a pop of color to the scene. Another man is standing behind him, observing the racing simulator.

In the room, there are several books scattered around, adding to the overall atmosphere. A clock is also visible on the wall, indicating the time. The room has a window, allowing natural light to enter the space."
55,56,2019-02-18 12:30:00,36,"Driven, Hard Working...Obsessed? You've got to be all in to win the #EuroLeague

 #TheJourney 👀 <hyperlink> <hyperlink>",EuroLeague,"[Video(thumbnailUrl='https://pbs.twimg.com/media/DzX5liJXcAE5Aew.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1096055515682140160/vid/480x480/vIBMs2W1sEWsYar-.mp4?tag=9', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1096055515682140160/vid/720x720/PNSQ_8LVJHJsAEUU.mp4?tag=9', bitrate=1280000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1096055515682140160/vid/320x320/uR-uM-4CazRMBBLu.mp4?tag=9', bitrate=432000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1096055515682140160/pl/azPTB3rXnYQ0e28n.m3u8?tag=9', bitrate=None)], duration=40.28, views=3749)]",turkish airlines,There is nothing here
56,57,2020-06-17 13:12:04,103,"⛽ 🍫 From fuel, drinks and snacks
🍎 💧 To fruit, vegetables and hand sanitiser

Teams at Shell service stations around the world have seen customer needs change during the #COVID19 lockdown. Discover how they took on the challenge: <hyperlink> <hyperlink>",Shell,"[Photo(previewUrl='https://pbs.twimg.com/media/Eat22noX0AQVt_a?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eat22noX0AQVt_a?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/Eat22uSWAAIdaYD?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eat22uSWAAIdaYD?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/Eat223CXgAED3jx?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eat223CXgAED3jx?format=jpg&name=large')]",shell,"Image describes The image features a woman wearing a yellow and red shirt, standing in front of a coffee machine. She is smiling and appears to be a barista or a worker at a coffee shop. The woman is holding a cup, possibly filled with coffee, and is in the process of pouring it into another cup. The scene is set in a kitchen or a coffee shop, with various cups and bottles scattered around the area. The woman's shirt is predominantly yellow, with red accents, and she is positioned in the center of the image."
57,58,2019-01-10 13:04:38,22,"The TOP 10 BLOCKS of the season SO FAR!

Don't miss another MINUTE, with the EuroLeague TV Half-season pass!

👀 <hyperlink> <hyperlink>",EuroLeague,"[Video(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1083346848637730817/img/DLzXFdulFQ19_q_R.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1083346848637730817/vid/640x360/uSepOYrxRUau8-s2.mp4?tag=9', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1083346848637730817/vid/320x180/c8KuaZ2vbIUlevOz.mp4?tag=9', bitrate=288000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/amplify_video/1083346848637730817/vid/1280x720/84a9VwmCjD3-rOc5.mp4?tag=9', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/amplify_video/1083346848637730817/pl/AzGYFknjWnHVmcE1.m3u8?tag=9', bitrate=None)], duration=179.76, views=10953)]",turkish airlines,There is nothing here
58,59,2020-12-21 16:37:01,0,Missed #ConnectCanada?! We have you covered. Check out the on-demand library for all of Cisco's thought leadership and awesome partner and guest content. Watch now 💻 ➡️ <hyperlink> <hyperlink>,CiscoCanada,"[Photo(previewUrl='https://pbs.twimg.com/media/EpxnEOZW4AEu5Kw?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EpxnEOZW4AEu5Kw?format=jpg&name=large')]",cisco,"Image describes The image features a woman sitting at a desk, using a laptop computer. She is wearing glasses and appears to be focused on her work. The laptop is placed on the desk, with the woman's hands on the keyboard. The background of the image is predominantly white, creating a clean and minimalist setting."
59,60,2019-11-08 09:07:36,421,"I don’t think that I will ever stop being grateful that Nick Cave let me use his words, which is one of the most true, beautiful, hopeful things I’ve read on grief, in my book In Search of Silence. <hyperlink>",poornabell,"[Photo(previewUrl='https://pbs.twimg.com/media/EI1t8zNWoAEnnOR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EI1t8zNWoAEnnOR?format=jpg&name=large')]",bell,"Image describes The image features a book with a white background and black text. The book is open to a page with a quote written by Nick Cave. The page is filled with text, which appears to be a passage from a book. The text is written in black, and the book is placed on a surface, possibly a table."
